data,texto,retweet,idioma,lugar,pais,sigla,latitude,longitude
2020-05-31 15:00:01,Lisboa.... e Arredores! Cuidado com o ChicoZaragatoa! Depois não se venham queixar que vos faz cócegas nos entrefol… https://t.co/vFKLzOxCZ1,0,pt,Lisbon,Portugal,PT,-9.1394,38.7261
2020-03-30 23:18:33,"O isolamento social é um período para que fiquemos em casa, cuidando da nossa saúde e tendo atenção na família. Pod… https://t.co/TP6oWgmXcs",0,pt,Sobral,Brazil,BR,-40.353,-3.6875
2020-03-26 18:57:59,Organizei uma parte dos meus livros 😍💙📚 #livro #livros #livrosemaislivros #estantedelivros #ler #leitura… https://t.co/OmN4Rmevd7,0,pt,Maceió,Brazil,BR,-35.7248,-9.6232
2020-04-03 20:08:27,Hoje ela se superou!!! O isolamento social provocado pela pandemia coronavírus resgatou o dom culinário da Minha Li… https://t.co/up8FLr5aQA,0,pt,João Pessoa,Brazil,BR,-34.8304877,-7.0763381
2020-01-29 22:44:03,Surto de coronavírus pode ameaçar economia internacional https://t.co/rilew3cd5T Em https://t.co/MDmhqgtnSp https://t.co/EQlN7gfqZB,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-20 13:38:44,"Com a necessidade de isolamento social, algumas plataformas virtuais liberaram seu conteúdo para que as pessoas pos… https://t.co/am3YzKZSTA",1,pt,São João del Rei,Brazil,BR,-44.25828,-21.1330199
2020-04-04 16:47:49,"Não existe tempestades eternas; um dia o tempo vai abrir, o sol vai aparecer, e estaremos mais fortes e preparados.… https://t.co/lX33fMlP1a",0,pt,Arraial do Cabo,Brazil,BR,-42.03069,-22.97607
2020-04-16 15:19:45,"Estão dizendo: Primeiro a saúde, depois o dinheiro. Concordo, desde que aprovassem uma medida suspendendo todos os… https://t.co/9dHccm8aoS",0,pt,Porto Alegre,Brazil,BR,-51.20181135,-30.02433624
2020-04-06 18:41:09,"Só queria estar despreocupado com meu amigo Engenheiro Barrageiro, sem esse negócio de corona vírus. em Barragem de… https://t.co/rHO7xJ1yQf",0,pt,Foz do Iguaçu,Brazil,BR,-54.5868142,-25.41374544
2020-04-09 17:08:08,#covid-19 em Photos - Alex G. Ramos https://t.co/sVc9yHdfmM,0,pt,Sao Paulo,Brazil,BR,-46.40639,-23.56929
2020-03-26 22:54:31,"🤐 #coronavirus #covid19 @ Toronto, Ontario https://t.co/iPyI2QAJ8q",0,pt,Toronto,Canada,CA,-79.3872,43.648
2020-03-19 17:37:12,"Auto-isolamento no combate à pandemia do CORONAVÍRUS (COVID-19) em Goiânia, Brazil https://t.co/08yRKx8lmx",0,pt,Goiânia,Brazil,BR,-49.2707,-16.6869
2020-03-18 18:05:28,Seguindo as orientações dos órgãos responsáveis pela prevenção do contágio por COVID-19 (Coronavírus) é que tomamos… https://t.co/TTAfzWYWzo,0,pt,Foz do Iguaçu,Brazil,BR,-54.5854945,-25.539696
2020-03-05 08:12:32,Companhia aérea britânica Flybe abre falência por causa do Covid-19 https://t.co/ugRBEFLrEt Em… https://t.co/L5UftBhZcu,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-04 19:19:35,As equipes de educadores sociais dos Guardiões da Vida seguem com as abordagens por toda a cidade. O intuito é orie… https://t.co/G8E9EUnFKe,0,pt,São Caetano do Sul,Brazil,BR,-46.5697,-23.6238
2020-04-14 04:50:03,"A Medida Provisória nº 925, de 18 de março de 2020, trouxe medidas de emergência para a aviação no Brasil✈, tendo e… https://t.co/9Zbm9XO1dD",0,pt,Sao Paulo,Brazil,BR,-46.63867,-23.54078
2020-03-31 16:23:46,"A pandemia de coronavírus e as precauções tomadas em relação a ela levaram à suspensão da produção industrial, ou s… https://t.co/un90wkyKUE",0,pt,Itacoatiara,Brazil,BR,-58.4333,-3.05
2020-04-07 15:54:21,"Olá, em tempo de isolamento social, resolvemos preparar um material exclusivo para nossos alunos, clientes e seguid… https://t.co/tdY7MJgL1C",0,pt,Camacan,Brazil,BR,-39.49563,-15.41754
2020-04-16 15:57:29,"Ter flexibilidade e se reinventar em tempo de pandemia, estamos trabalhando home office com todo cuidado para dar a… https://t.co/d7ZP0qtJGp",0,pt,Rio de Janeiro,Brazil,BR,-43.1975,-22.908
2020-03-21 21:28:47,"Com todas as competições paralisadas na América do Sul, por conta da pandemia de coronavírus, há um risco de desequ… https://t.co/cvXo4B5aCH",0,pt,Sao Paulo,Brazil,BR,-46.67891512,-23.52781293
2020-03-21 19:48:59,Agora são 16:30 de sábado 21/03 e esta é a verdade sobre os casos de coronavírus em Barretos! Continuamos trabalhan… https://t.co/hu5asqU0Pz,0,pt,Barretos,Brazil,BR,-48.5678,-20.5572
2020-03-30 14:38:35,#iess #covid19 #coronavirus #er #pandemic #quarentine #wearesaved  #nossalvamos @ Chipipe https://t.co/Gw2YEHi85Y,0,pt,Salinas,Ecuador,EC,-80.98104597,-2.19884984
2020-03-24 20:53:08,"Foi publicada no Diário oficial de domingo, 22/03/2020, a Medida Provisória – MP 927 que trata das alternativas tra… https://t.co/OdcD2ZZaue",0,pt,Florianópolis,Brazil,BR,-48.57859609,-27.6066616
2020-03-13 16:45:50,"#Repost cnj_oficial ⚠️ Em razão da classificação, pela Organização Mundial de Saúde (OMS), do Novo Coronavírus (COV… https://t.co/ZcWDuIiuuH",0,pt,Brasília,Brazil,BR,-47.89638947,-15.7457813
2020-03-02 17:44:33,Merkel e os seus ministros deixam de apertar a mão devido ao Covid-19 https://t.co/H273uytaPn Em… https://t.co/NCEY9VSKaa,1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-30 12:20:42,"Reposted from @AkiraSaito Fique em casa, pratique em casa. Cuide da saúde do corpo e também da saúde da mente. Apes… https://t.co/hBWXjiX7YF",0,pt,São Bernardo do Campo,Brazil,BR,-46.5611,-23.719
2020-04-04 23:33:03,"Sou favorável ao passaporte da imunidade sobre quem faz um teste rápido do coronavírus, quem fizer o teste e der ne… https://t.co/YbYEIaqqyW",0,pt,Caucaia,Brazil,BR,-38.61713648,-3.76555395
2020-03-20 10:23:49,Prefeitura de Guarulhos oferecerá cesta básica às famílias de alunos da rede municipal durante o período de isolame… https://t.co/YhzdqSBMcw,0,pt,Guarulhos,Brazil,BR,-46.51880051,-23.45272126
2020-04-03 18:33:28,"Isolamento Social #day18 #coronavirusbrazil em Eusébio, Ceara, Brazil https://t.co/W3HGeqyjs1",0,pt,Eusébio,Brazil,BR,-38.44984,-3.89082
2020-03-19 22:46:03,"#BoaNoiteVamosOrar ... O Governo de Rondônia é responsável pela calamidade pública da qual assola este estado, devi… https://t.co/TzHB10NCsq",0,pt,Porto Velho,Brazil,BR,-63.8583963,-8.746932
2020-04-07 10:40:34,Vambora começar mais um dia fora da rotina ... terça-feira com garoa fina pelo #sertãopaulista ... #bomdiabrasil… https://t.co/KRRUW1kTK7,1,pt,Mirassol,Brazil,BR,-49.47834849,-20.8204591
2020-03-24 23:40:05,"O que se fazer em momentos de quarentena.... 🎂🍰 em Jardim Bandeirantes, Marília https://t.co/2f8DnGTl6L",0,pt,Marília,Brazil,BR,-49.97171615,-22.20826767
2020-04-04 15:35:50,Em época de isolamento social e sem jogo do Corinthians.  Segue o sabadão.  Paz e bem. #fiqueemcasa . Sair só para… https://t.co/esqTiXPT6K,0,pt,Brasília,Brazil,BR,-47.75777778,-15.795
2020-04-16 00:34:54,"A secretaria de Saúde da Paraíba confirmou nesta quarta-feira (15) mais três mortes por Coronavírus no estado, agor… https://t.co/Frc6ACFodK",0,pt,Taperoá,Brazil,BR,-36.825,-7.16277778
2020-03-13 17:35:30,"Em tempos de #pandemia devido ao #coronavirus, o reflexo na população tem feito muita gente mudar seus hábitos refe… https://t.co/Yh9bst0l0C",0,pt,Cuiabá,Brazil,BR,-56.08683586,-15.58596064
2020-03-19 19:10:03,"Vivemos numa ""sociedade do medo"" mas ""há vida depois da pandemia"" https://t.co/egrVIvmz3C Em https://t.co/MDmhqgtnSp https://t.co/mXDYs6OfJx",1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-19 21:39:32,"#2830 #barreiroportugal #barreirolive #barreiro2830 #postcardsfrom2830 #covid19 @ Barreiro, Setúbal, Portugal https://t.co/rU2GKWLXGI",0,pt,Barreiro,Portugal,PT,-9.06868058,38.65905177
2020-03-05 13:20:02,"Todos querem adiamento da BTL por causa do covid-19, mas organização ainda não decidiu https://t.co/36vdXGMoqQ Em… https://t.co/vUcj5j7W3v",0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-05-30 16:12:26,"[Vitrine Virtual @Dadynha ] Divulgação voluntária durante a pandemia do Covid-19: com fé, confiança e empatia vence… https://t.co/Foh4bXNmPu",0,pt,Maranguape,Brazil,BR,-38.6839,-3.8935
2020-04-16 14:21:08,"O ministro da Saúde, Luiz Henrique Mandetta, desabafou em entrevista ao site da revista Veja sobre os desgastes viv… https://t.co/nOvz2IoQA1",0,pt,João Pessoa,Brazil,BR,-34.8627,-7.1207
2020-03-23 20:13:43,"Visando resguardar a saúde de todos - diante da pandemia de Covid-19 (Coronavírus) - a @ibratex, informa que está,… https://t.co/OPFJFuE9xU",0,pt,Ribeirão Preto,Brazil,BR,-47.81024694,-21.17022569
2020-04-07 13:20:13,"Nunca imaginei que fosse comemorar um aniversário no meio de uma pandemia, desempregada e em isolamento social. Os… https://t.co/bEvhlFSKB4",0,pt,Sao Paulo,Brazil,BR,-46.64925629,-23.54773732
2020-04-16 20:19:14,"Devido a pandemia do novo Coronavírus (Covid-19), o sistema e-commerce e os serviços de delivery ampliaram seus ate… https://t.co/YhM1klkrjj",0,pt,Sao Paulo,Brazil,BR,-46.6333,-23.55
2020-04-13 18:41:50,"Não pense que o mundo vai voltar a ser como antes tão rapidamente, depois que o ""lockdown"" passar, teremos uma fort… https://t.co/2WjKGmMyqQ",0,pt,Sao Paulo,Brazil,BR,-46.68805556,-23.60722222
2020-04-04 16:42:00,"Em tempo de #coronavirus  Conheça o #ShotdaAlegria em São Paulo, Brazil https://t.co/9Nahm8rMzq",0,pt,Sao Paulo,Brazil,BR,-46.6333,-23.55
2020-05-27 19:01:04,"Oremos, irmãos! 😎😎😎 #ods35 #façaasuaparte #COVID19 #fiqueemcasa #bolsocorno🐃🐄🐂🤡 #eviteaglomerações #bolsovirus… https://t.co/xjUWx9Cgy1",0,pt,Porto Alegre,Brazil,BR,-51.18659482,-30.02221014
2020-04-16 20:15:35,"Quinta morte no Estado é registrada em Três Lagoas, por ser divisa com São Paulo, a fiscalização está sendo redobra… https://t.co/5DPi8tAKzf",0,pt,Campo Grande,Brazil,BR,-54.64583333,-20.44277778
2020-04-07 17:21:20,"Há quase sete meses, eu me formei como jornalista. O orgulho por essa profissão é imenso. Ainda mais no atual momen… https://t.co/MHTrpyCaZC",0,pt,Porto Alegre,Brazil,BR,-51.21883103,-30.03333342
2020-05-25 22:44:05,"Começar a semana falando de morte não agrada ninguém, mas não dá dando pra evitar. Hoje a Organização Mundial da Sa… https://t.co/WkbphcV1LQ",0,pt,Florianópolis,Brazil,BR,-48.523577,-27.594325
2020-03-21 21:29:07,"Hoje foi dia de falar sobre prevenção ao Coronavírus (Covid-19), no programa Evolução Hip-Hop @evolucaohiphop na 10… https://t.co/R6ZkcqvG62",0,pt,Salvador,Brazil,BR,-38.499667,-12.99717263
2020-04-02 22:29:55,Ruth's Gourmet agora com DELIVERY!!! 🤗🤗 Diante dos desdobramentos da pandemia da COVID-19 e seguindo as medidas pre… https://t.co/InqCi6KHuU,0,pt,Rio de Janeiro,Brazil,BR,-43.3581,-22.9428
2020-04-09 18:50:48,"Atualmente, é  #Covid19, #certeza! 🙄 #oldbutgold #quarentena #quarantine #tired em São Bernardo do Campo, Brazil https://t.co/Z3qcnp0FOR",0,pt,São Bernardo do Campo,Brazil,BR,-46.5611,-23.719
2020-04-01 23:11:36,Durante a #quarentena queremos ver você aqui. Fique em casa. Mas vamos nos encontrar aqui nas redes sociais. Olha a… https://t.co/ssTzIexo7j,0,pt,Chapecó,Brazil,BR,-52.70617851,-27.05651184
2020-03-19 19:34:01,📣🚨📣A equipe do Mundo da Lupa têm acompanhado as notícias sobre o COVID-19(Coronavírus) e por recomendação da OMS en… https://t.co/u0RhcfSoRc,0,pt,Curitiba,Brazil,BR,-49.2699,-25.4346
2020-04-03 11:08:06,Pague €28 e leve mais de €1000 em jogos (e ajude a combater a COVID-19) https://t.co/VLBHsCfVyc Em… https://t.co/BYHfmkS9gO,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-02 00:01:34,"Diário de um padre em tempos de COVID-19: Diante dos olhos vejo as câmeras, mas no coração trago o meu povo, meus i… https://t.co/dhqPZ7ttaR",3,pt,Fortaleza,Brazil,BR,-38.50131595,-3.73433785
2020-03-11 18:39:04,Covid-19: de epidemia a pandemia. Qual é a diferença? https://t.co/ysj9dlqLm5 Em https://t.co/MDmhqgtnSp https://t.co/W95BI0TUz0,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-31 17:02:13,No artigo dessa semana falamos um pouco sobre os reflexos na economia após medidas adotadas para conter o avanço do… https://t.co/E4tEtTRfL4,0,pt,Manaus,Brazil,BR,-60.0253,-3.11333
2020-03-31 18:21:16,"#dia9 #isolamentosocial em São Paulo, Brazil https://t.co/TptFR4mZiA",0,pt,Sao Paulo,Brazil,BR,-46.6333,-23.55
2020-02-24 15:13:35,"""As ruas estão apinhadas de gente."" Coronavírus não trava carnaval de Veneza https://t.co/dpMNM8r1N1 Em… https://t.co/kQTh3mUcTO",1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-05-22 02:30:17,👉🏻Atualização com informações repassadas pela Secretaria Municipal de Saúde de Lages. 🦠Dos 61 casos positivados de… https://t.co/7WF3G6DAdt,0,pt,Lages,Brazil,BR,-50.3258,-27.8158
2020-03-19 13:23:56,isolamento social em Parque Nacional Serra do Cipó https://t.co/ovTZFo7cAF,0,pt,Jaboticatubas,Brazil,BR,-43.619444,-19.349167
2020-05-26 23:19:29,"CANUDOS  BAHIA  05  CASOS CONFIRMADOS   DE  CORONA VÍRUS  . em Euclides Da Cunha, Bahia, Brazil https://t.co/eL0spGLWVB",0,pt,Euclides da Cunha,Brazil,BR,-39.01462,-10.50525
2020-04-06 23:32:33,Ministério define novas orientações sobre distanciamento social https://t.co/OLPeYD5Wei https://t.co/GndJIorwRI,0,pt,Campo Grande,Brazil,BR,-54.6463026,-20.4536554
2020-03-18 18:51:12,"#covıd19 #covid_19 #2020 em São Paulo, Brazil https://t.co/Bf57UASHMo",0,pt,Sao Paulo,Brazil,BR,-46.6333,-23.55
2020-02-05 00:00:35,"Jogador é alvo do Verdão e pode deixar a China por conta do Corona Vírus; torcedores se animam após ""indicação"" do… https://t.co/CXVHwAFtl8",0,pt,Sao Paulo,Brazil,BR,-46.7533124,-23.749408
2020-02-27 13:34:54,A identificação do primeiro caso do novo coronavírus Covid-19 na cidade São Paulo gerou muitas dúvidas. Separamos a… https://t.co/vTNvICV4N6,0,pt,Sao Paulo,Brazil,BR,-46.6175731,-23.4933662
2020-02-14 13:11:34,Mais um caso suspeito de coronavírus em Portugal https://t.co/RBpdXvi1rA Em https://t.co/MDmhqgtnSp https://t.co/NDmDhG11q7,1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-30 23:58:45,Hoje foi dia de entrevistar o vovô sobre a rua e bairro que as crianças moram. Pois os estudos continuam em casa em… https://t.co/uEdGZSWdVJ,0,pt,Feira de Santana,Brazil,BR,-38.95,-12.25
2020-03-14 20:16:45,"Amigos, Clientes e Colaboradores do Dominatrix Augusta, a expansão dos casos de COVID19 demanda de todos atitudes r… https://t.co/0rNNgd1vjM",0,pt,Sao Paulo,Brazil,BR,-46.65869951,-23.55326741
2020-05-22 22:17:50,Fazer parte desse momento ao lado dessa fera da enfermagem não tem preço . Vamos de live é daqui a pouco 🙏✌️👋🇧🇷… https://t.co/Ev0wZesnbj,0,pt,São Luís,Brazil,BR,-44.2992,-2.5333
2020-02-27 01:40:22,Boa noite a todos excelente @drpedroneuro O primeiro caso de Coronavírus (Covid-19) foi confirmado ontem em São Pau… https://t.co/BXncZTvrIL,0,pt,Franca,Brazil,BR,-47.3986997,-20.5211643
2020-04-06 16:54:48,"#todosjuntos na #luta #contra o #Coronavírus #covid_19 !!! #juntossomosmaisfortes !!! em Mauá, São Paulo https://t.co/37lS7pGBrm",0,pt,Mauá,Brazil,BR,-46.4608,-23.6678
2020-05-20 23:53:01,"A prefeita de Pilõezinhos, agreste Paraibano, Mônica Cristina confirmou nesta quarta-feira (20) que testou positivo… https://t.co/y9Q671avm7",0,pt,Pilõezinhos,Brazil,BR,-35.53202,-6.84388
2020-04-02 11:31:48,"Amigas queridas e o distanciamento social. Eeee coronavírus. bruna.mendestv crislaine.jor com dudu. em TV Morena, C… https://t.co/mZgkgjuCrk",0,pt,Campo Grande,Brazil,BR,-54.60176942,-20.48439792
2020-04-04 17:04:34,"Parabéns #Heineken #brasil #brindedobem #coronavirus #covid19 em Serra Negra, Sao Paulo, Brazil https://t.co/jXEqP3iNS8",1,pt,Serra Negra,Brazil,BR,-46.70165,-22.61411
2020-03-18 23:58:26,"Com o objetivo de proteger a nossa população conta o novo Coronavírus, a Prefeitura precisou suspender os atendimen… https://t.co/2qDePiQT2O",0,pt,Cotia,Brazil,BR,-46.90788,-23.59961
2020-03-12 17:35:52,"A reitoria do Instituto Federal de Sâo Paulo informa que, sob orientação do Ministério da Saúde a respeito da conta… https://t.co/gXcBPYk8aI",1,pt,Sao Paulo,Brazil,BR,-46.62188783,-23.52442367
2020-04-07 18:52:26,"Semana passada fizemos a Live de louvores e teve mais de 1 mil acessos, e a pedidos vamos repetir hoje com muita al… https://t.co/oQNib1mqc6",0,pt,Rio Claro,Brazil,BR,-47.55,-22.4
2020-04-03 13:24:12,"Informação é o melhor remédio contra o Coronavírus. Sintoniza FM 102,9 , Acesse https://t.co/R5cozyBArk ou Acompanh… https://t.co/ApKZj2jPm1",0,pt,Londrina,Brazil,BR,-51.15,-23.3
2020-05-31 12:24:15,"Sair de casa só naquele estilo! 😎😷😅 #mascara #quarentena #covid #covid19 em Rio Claro, Sao Paulo https://t.co/JdBuBI6shM",0,pt,Rio Claro,Brazil,BR,-47.55,-22.4
2020-04-05 12:59:56,Meu objetivo de quarentena e reviver meu cacto morto ... #cacto #zumbi #regis #planta #fazendomilagre… https://t.co/qvQnAxE9HS,0,pt,Santos,Brazil,BR,-46.3094223,-23.97299855
2020-05-27 17:24:04,#Sai_Covid-19 nos deixe em paz! em Capão City https://t.co/exQd71rvVB,0,pt,Sao Paulo,Brazil,BR,-46.77921921,-23.66387381
2020-05-24 15:50:43,Gente...acertamos o rumo das férias frustadas do Covid-19! Agora ele precisa colaborar e ir embora até Fevereiro...… https://t.co/xcM5UyfJFf,0,pt,Niterói,Brazil,BR,-43.119,-22.8897
2020-03-21 21:32:58,"Obedecendo e apoiando, não saia de casa. #coronavírus #Brasil https://t.co/dZ9vKhWy8Z",0,pt,Barueri,Brazil,BR,-46.8827748,-23.5300944
2020-03-19 23:15:33,"Covid-19: Toyota, Volkwagen, Subaru e Tesla suspendem produção https://t.co/Sts9UHNqu4 Em https://t.co/MDmhqgtnSp https://t.co/gVojjn979f",0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-01-31 20:18:25,Sobe para doze o número de casos suspeitos de coronavírus no Brasil. Em balanço divulgado na tarde desta sexta-feir… https://t.co/qgHtZA7twS,0,pt,Guajará-Mirim,Brazil,BR,-65.31646277,-10.76505054
2020-03-10 14:05:04,Covid-19: Parlamento espanhol suspende sessão depois de deputado dar positivo https://t.co/m9C979jBUJ Em… https://t.co/NL3VOKiLeE,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-18 10:44:33,"Macau regista mais um caso de Covid-19, o quinto importado em menos de três dias https://t.co/k5nmRXv57s Em… https://t.co/0Vl0h93uWN",1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-16 21:31:53,.@PauloCamara40 @governope #veracruz e cia. onde está a ordem de distância social p/ as empresas de ônibus do PE? Ñ… https://t.co/asSWZptk76,0,pt,Recife,Brazil,BR,-34.93919006,-8.11388363
2020-03-06 19:33:33,Covid-19: Organização Mundial do Turismo estima perdas até 45 mil milhões https://t.co/Wwta63kYJA Em… https://t.co/GzqREMKVlM,2,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-13 21:16:35,Gente essa pandemia é coisa seria. Não se deixe enganar por pessoas levianas e mal informadas (ou só mau carater me… https://t.co/HK9kVxrk3c,0,pt,Rio de Janeiro,Brazil,BR,-43.1975,-22.908
2020-03-22 15:26:46,Day 5 - 😷🦠 #Quarentena #COVID19 #CoronaVirus #EuFicoEmCasa #HomeOffice #TodosPorTodos #FicaEmCasa #Brasil (@ Guarul… https://t.co/vwedzFrsIA,0,pt,Guarulhos,Brazil,BR,-46.50012471,-23.43075575
2020-04-08 18:49:57,"A Cloraquina + Azitromicina prescrita no INÍCIO dos sintomas do novo vírus, é muito EFICAZ! A prova é tanta que o D… https://t.co/5GtIOBl2I8",0,pt,Sao Paulo,Brazil,BR,-46.70836275,-23.61201596
2020-04-17 02:16:13,Quando a piada já nasce pronta... 😜🙃🤪 #ods35 #façaasuaparte #COVID19 #fiqueemcasa #forafundamentalistas em Av. Plín… https://t.co/yO4sZXOtk0,0,pt,Porto Alegre,Brazil,BR,-51.18659482,-30.02221014
2020-02-07 15:02:08,Hong Kong irá deter ou multar quem incumprir quarentena do coronavírus https://t.co/x05IpQKuSR Em… https://t.co/LgUXlzydAX,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-02-04 12:09:03,OMS diz que coronavírus ainda não é uma pandemia https://t.co/8GYhFo5Qi7 Em https://t.co/MDmhqgtnSp https://t.co/98XlRzmSA5,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-16 15:35:40,Há 629 mortes por Covid-19 em Portugal. Número de infetados sobe para 18841 https://t.co/nJEbMCgVz9 Em… https://t.co/cG6CU420Ib,1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-02 11:56:04,"Aqui estão as pessoas que compartilharam comigo o dia do meu niver, mesmo eu dizendo para todos eles que não ficari… https://t.co/7HhGOOYIHu",0,pt,Rio de Janeiro,Brazil,BR,-43.5340045,-22.9191035
2020-03-18 16:24:06,"#covid_19 #coronavírus em Penha, Santa Catarina https://t.co/SUQ3GzRJgB",0,pt,Penha,Brazil,BR,-48.64985,-26.77171
2020-04-04 02:27:12,Anti coronavirus em Capão Redondo https://t.co/Ba0fdzamRh,0,pt,Sao Paulo,Brazil,BR,-46.768177,-23.659251
2020-03-23 18:35:42,"Informamos que o escritório Marcus Ribeiro Advogados estará trabalhando de casa nesses dias de pandemia, estamos at… https://t.co/o4dB2UieFI",0,pt,Palmeira dos Índios,Brazil,BR,-36.62864412,-9.40878155
2020-03-23 16:29:49,↘ Equipe passa medir temperatura de passageiros na rodoviária de Juazeiro do Norte. A medida ocorre em meio a pande… https://t.co/v9bECYmYIX,0,pt,Juazeiro do Norte,Brazil,BR,-39.315,-7.21277778
2020-04-04 14:48:33,Portugal vai fazer testes de imunidade ao novo coronavírus https://t.co/UERM9a3fKm Em https://t.co/MDmhqgtnSp https://t.co/70YNFXZCwZ,1,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-04-05 15:45:54,Agora é a hora de praticar a empatia que tanto posta! #quarentena #empatia #domingo #coronavirus em Propriá https://t.co/ZdNjjvMgjH,0,pt,Propriá,Brazil,BR,-36.83749,-10.21329
2020-03-21 04:41:43,"s mudanças no estilo de vida são necessárias, neste momento, para manter o distanciamento social e prevenir a conta… https://t.co/DPvBX4Lz7M",0,pt,Cuiabá,Brazil,BR,-56.0969,-15.5958
2020-05-21 16:32:52,"O criminoso Jair Bolsonaro tentou alterar a Bula da cloroquina, isso é muito grave pois é caso de saúde pública.… https://t.co/B2MRBu5iFz",0,pt,Belém,Brazil,BR,-48.4772,-1.4511
2020-04-15 00:43:51,--&gt; Como fazer networking em período de distanciamento social &gt;&gt;&gt; https://t.co/L8sslzvQ1W em Petrópolis - Cidade Im… https://t.co/yKrl4n8yQI,0,pt,Joinville,Brazil,BR,-48.83179159,-26.34255448
2020-02-14 18:13:03,Coronavírus. Duas alunas vão ficar em quarentena no politécnico de Bragança https://t.co/1jp5AVEtFt Em… https://t.co/QOzo42LKWO,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-30 15:37:08,A partir de hoje a @diogo_in começa uma nova série de dicas para te ajudar a ficar bem e fazer a sua parte como cid… https://t.co/rKdbiCybrl,0,pt,Guarulhos,Brazil,BR,-46.41645296,-23.43526819
2020-05-31 20:26:27,"Como cidadão, à condição de uma jovem idosa. E como tal encontra-se sob os efeitos severos da pandemia provocada pe… https://t.co/DiYbcT4jxo",0,pt,São Sebastião,Brazil,BR,-36.54878,-9.93181
2020-04-08 17:55:36,Durante este momento difícil fale com pessoas que você confia. Considere se aproximar de amigos e familiares. Se vo… https://t.co/FeCALnHqQ3,0,pt,Sao Paulo,Brazil,BR,-46.6333,-23.55
2020-04-14 12:54:32,#covid #angradosreis #covid_19 #coronavirusbrazil #riodejaneiro #olharjornalistico #seucorona #oc em Angra dos Reis… https://t.co/32lmfih3V7,0,pt,Angra dos Reis,Brazil,BR,-44.3055,-22.9975
2020-02-21 10:34:40,Australia’s first dedicated e-sports bar @ GG EZ Bar https://t.co/B3ZgmSSVui,0,en,Melbourne,Australia,AU,144.96103,-37.81636
2020-03-12 07:32:05,"A informação ajuda na prevenção. Hoje, no Globo 🌎 #covid19 #coronavirus em Natal, Rio Grande do Norte https://t.co/ACk8UDu1WU",0,pt,Natal,Brazil,BR,-35.2095,-5.8008
2020-02-04 07:01:41,A China concluiu em 10 DIAS um hospital com mais de 1000 leitos completos para tratar vítimas de coronavírus. em Ch… https://t.co/AmwTJbktWb,0,pt,Gansu,People's Republic of China,CN,103.0,35.0
2020-04-14 11:03:04,"1000** casos COVID-19 Até 12.04.2020... no ano de 2016 morria 5.116* por diabetes por mês, o que mudou Hj...… https://t.co/8LCXDB6NWD",0,pt,São Félix do Araguaia,Brazil,BR,-53.0,-11.0
2020-02-28 14:25:38,"O governador da São Paulo, João Dória recebeu Luiz Henrique Mandetta, ministro da saúde para planejar contingência… https://t.co/hMyiJKURiq",0,pt,Sao Paulo,Brazil,BR,-46.7121141,-23.60158655
2020-02-09 10:24:32,Hong Kong levanta quarentena no navio cruzeiro World Dream https://t.co/xIWYRh8Q93 Em https://t.co/MDmhqgtnSp https://t.co/86aWdmcai9,0,pt,Lisbon,Portugal,PT,-9.09904258,38.74751841
2020-03-22 23:47:03,#isoladosemAcau #isolamentoSocial #ficaemCasa #quarentena em Praia de  Acaú https://t.co/PD7ZyVn3zN,0,pt,Pitimbu,Brazil,BR,-34.82738592,-7.54208259
2020-04-06 01:34:22,Em época de isolamento social o cavalinho recomendou: #fiqueemcasa em Federal District https://t.co/SiXO86SLwc,0,pt,Brasília,Brazil,BR,-47.75777778,-15.795
2020-05-27 21:14:27,"Boletim Epidemiológico de Rio Tinto (Covid-19). Atualizado às 16h53 de 27/05/2020. em Rio Tinto, Paraiba, Brazil https://t.co/KtuBqlFo8f",0,pt,Rio Tinto,Brazil,BR,-35.0754,-6.81137
2020-03-23 21:39:31,#MorteAoCovid19 o isolamento social nesse momento é imprescindível para o sucesso da contenção do avanço deste víru… https://t.co/Gpaj70BeSc,0,pt,Santo André,Brazil,BR,-46.51208875,-23.67263668
